Retailer	Retailer ID	Invoice Date	Region	State	City	Product	Price per Unit	Units Sold	Total Sales	Operating Profit	Operating Margin	Sales Method
Sports Direct	1197831	02/09/2021	South	Alabama	Birmingham	Women's Street Footwear	35.00	228	7980.00	4069.80	0.51	Outlet
Sports Direct	1197831	03/09/2021	South	Alabama	Birmingham	Women's Athletic Footwear	31.00	210	6510.00	3906.00	0.60	Outlet
Sports Direct	1197831	04/09/2021	South	Alabama	Birmingham	Men's Apparel	38.00	165	6270.00	2946.90	0.47	Outlet
Sports Direct	1197831	05/09/2021	South	Alabama	Birmingham	Women's Apparel	36.00	280	10080.00	6451.20	0.64	Outlet
Sports Direct	1197831	06/09/2021	South	Alabama	Birmingham	Men's Street Footwear	31.00	256	7936.00	4206.08	0.53	Outlet
Sports Direct	1197831	07/09/2021	South	Alabama	Birmingham	Men's Athletic Footwear	37.00	264	9768.00	5372.40	0.55	Outlet
Sports Direct	1197831	08/09/2021	South	Alabama	Birmingham	Women's Street Footwear	31.00	322	9982.00	5589.92	0.56	Outlet
Sports Direct	1197831	09/09/2021	South	Alabama	Birmingham	Women's Athletic Footwear	36.00	196	7056.00	4727.52	0.67	Outlet
Sports Direct	1197831	10/09/2021	South	Alabama	Birmingham	Men's Apparel	35.00	179	6265.00	3257.80	0.52	Outlet
Sports Direct	1197831	11/09/2021	South	Alabama	Birmingham	Women's Apparel	47.00	280	13160.00	9212.00	0.70	Outlet
Sports Direct	1197831	12/09/2021	South	Alabama	Birmingham	Men's Street Footwear	27.00	233	6291.00	3460.05	0.55	Outlet
Sports Direct	1197831	13/09/2021	South	Alabama	Birmingham	Men's Athletic Footwear	39.00	233	9087.00	4906.98	0.54	Outlet
Sports Direct	1197831	14/09/2021	South	Alabama	Birmingham	Women's Street Footwear	36.00	278	10008.00	5304.24	0.53	Outlet
Sports Direct	1197831	15/09/2021	South	Alabama	Birmingham	Women's Athletic Footwear	37.00	140	5180.00	3315.20	0.64	Outlet
Sports Direct	1197831	16/09/2021	South	Alabama	Birmingham	Men's Apparel	42.00	140	5880.00	2940.00	0.50	Outlet
Sports Direct	1197831	17/09/2021	South	Alabama	Birmingham	Women's Apparel	39.00	203	7917.00	5621.07	0.71	Outlet
Sports Direct	1197831	18/09/2021	South	Alabama	Birmingham	Men's Street Footwear	38.00	206	7828.00	4305.40	0.55	Outlet
Sports Direct	1197831	19/09/2021	South	Alabama	Birmingham	Men's Athletic Footwear	36.00	173	6228.00	3425.40	0.55	Outlet
Sports Direct	1197831	20/09/2021	South	Alabama	Birmingham	Women's Street Footwear	47.00	213	10011.00	5606.16	0.56	Outlet
Sports Direct	1197831	21/09/2021	South	Alabama	Birmingham	Women's Athletic Footwear	44.00	105	4620.00	3049.20	0.66	Outlet
Sports Direct	1197831	22/09/2021	South	Alabama	Birmingham	Men's Apparel	35.00	116	4060.00	1948.80	0.48	Outlet
Sports Direct	1197831	23/09/2021	South	Alabama	Birmingham	Women's Apparel	26.00	190	4940.00	3556.80	0.72	Outlet
Sports Direct	1197831	24/09/2021	South	Alabama	Birmingham	Men's Street Footwear	20.00	184	3680.00	1913.60	0.52	Outlet
Sports Direct	1197831	25/09/2021	South	Alabama	Birmingham	Men's Athletic Footwear	23.00	173	3979.00	2188.45	0.55	Outlet
Sports Direct	1197831	26/09/2021	South	Alabama	Birmingham	Women's Street Footwear	24.00	166	3984.00	2151.36	0.54	Outlet
Sports Direct	1197831	27/09/2021	South	Alabama	Birmingham	Women's Athletic Footwear	26.00	98	2548.00	1707.16	0.67	Outlet
Sports Direct	1197831	28/09/2021	South	Alabama	Birmingham	Men's Apparel	22.00	105	2310.00	1131.90	0.49	Outlet
Sports Direct	1197831	29/09/2021	South	Alabama	Birmingham	Women's Apparel	26.00	147	3822.00	2751.84	0.72	Outlet
Sports Direct	1197831	30/09/2021	South	Alabama	Birmingham	Men's Street Footwear	14.00	188	2632.00	1500.24	0.57	Outlet
Sports Direct	1197831	01/10/2021	South	Alabama	Birmingham	Men's Athletic Footwear	14.00	200	2800.00	1456.00	0.52	Outlet
Sports Direct	1197831	02/10/2021	South	Alabama	Birmingham	Women's Street Footwear	33.00	196	6468.00	3557.40	0.55	Outlet
Sports Direct	1197831	03/10/2021	South	Alabama	Birmingham	Women's Athletic Footwear	36.00	135	4860.00	3256.20	0.67	Outlet
Sports Direct	1197831	04/10/2021	South	Alabama	Birmingham	Men's Apparel	37.00	149	5513.00	2646.24	0.48	Outlet
Sports Direct	1197831	05/10/2021	South	Alabama	Birmingham	Women's Apparel	45.00	188	8460.00	5837.40	0.69	Outlet
Sports Direct	1197831	06/10/2021	South	Alabama	Birmingham	Men's Street Footwear	46.00	240	11040.00	6182.40	0.56	Outlet
Sports Direct	1197831	07/10/2021	South	Alabama	Birmingham	Men's Athletic Footwear	40.00	248	9920.00	5257.60	0.53	Outlet
Sports Direct	1197831	08/10/2021	South	Alabama	Birmingham	Women's Street Footwear	47.00	217	10199.00	5507.46	0.54	Outlet
Sports Direct	1197831	09/10/2021	South	Alabama	Birmingham	Women's Athletic Footwear	52.00	193	10036.00	6322.68	0.63	Outlet
Sports Direct	1197831	10/10/2021	South	Alabama	Birmingham	Men's Apparel	40.00	155	6200.00	2914.00	0.47	Outlet
Sports Direct	1197831	11/10/2021	South	Alabama	Birmingham	Women's Apparel	56.00	225	12600.00	9072.00	0.72	Outlet
Amazon	1185732	12/10/2021	South	Alabama	Birmingham	Men's Street Footwear	27.00	140	3780.00	1474.20	0.39	Outlet
Amazon	1185732	13/10/2021	South	Alabama	Birmingham	Men's Athletic Footwear	30.00	88	2640.00	1082.40	0.41	Outlet
Amazon	1185732	14/10/2021	South	Alabama	Birmingham	Women's Street Footwear	23.00	83	1909.00	801.78	0.42	Outlet
Amazon	1185732	15/10/2021	South	Alabama	Birmingham	Women's Athletic Footwear	25.00	30	750.00	247.50	0.33	Outlet
Sports Direct	1128299	17/02/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	36.00	94	3384.00	1252.08	0.37	Outlet
Sports Direct	1128299	17/02/2021	Southeast	Florida	Orlando	Men's Apparel	44.00	62	2728.00	654.72	0.24	Outlet
Sports Direct	1128299	17/02/2021	Southeast	Florida	Orlando	Women's Apparel	33.00	124	4092.00	2086.92	0.51	Outlet
Sports Direct	1128299	16/03/2021	Southeast	Florida	Orlando	Men's Street Footwear	35.00	171	5985.00	2034.90	0.34	Outlet
Sports Direct	1128299	16/03/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	44.00	124	5456.00	1691.36	0.31	Outlet
Sports Direct	1128299	16/03/2021	Southeast	Florida	Orlando	Women's Street Footwear	47.00	149	7003.00	2240.96	0.32	Outlet
Sports Direct	1128299	16/03/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	42.00	114	4788.00	1675.80	0.35	Outlet
Sports Direct	1128299	16/03/2021	Southeast	Florida	Orlando	Men's Apparel	44.00	60	2640.00	686.40	0.26	Outlet
Sports Direct	1128299	16/03/2021	Southeast	Florida	Orlando	Women's Apparel	48.00	131	6288.00	2955.36	0.47	Outlet
Walmart	1128299	17/04/2021	Southeast	Florida	Orlando	Men's Street Footwear	47.00	171	8037.00	2893.32	0.36	Outlet
Walmart	1128299	17/04/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	51.00	105	5355.00	1445.85	0.27	Outlet
Walmart	1128299	17/04/2021	Southeast	Florida	Orlando	Women's Street Footwear	49.00	132	6468.00	2199.12	0.34	Outlet
Walmart	1128299	17/04/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	41.00	90	3690.00	1291.50	0.35	Outlet
Walmart	1128299	17/04/2021	Southeast	Florida	Orlando	Men's Apparel	47.00	60	2820.00	620.40	0.22	Outlet
Walmart	1128299	17/04/2021	Southeast	Florida	Orlando	Women's Apparel	57.00	113	6441.00	3220.50	0.50	Outlet
Walmart	1128299	18/05/2021	Southeast	Florida	Orlando	Men's Street Footwear	44.00	201	8844.00	2918.52	0.33	Outlet
Walmart	1128299	18/05/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	46.00	132	6072.00	1700.16	0.28	Outlet
Walmart	1128299	18/05/2021	Southeast	Florida	Orlando	Women's Street Footwear	46.00	132	6072.00	2185.92	0.36	Outlet
Walmart	1128299	18/05/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	39.00	107	4173.00	1418.82	0.34	Outlet
Walmart	1128299	18/05/2021	Southeast	Florida	Orlando	Men's Apparel	42.00	68	2856.00	714.00	0.25	Outlet
Walmart	1128299	18/05/2021	Southeast	Florida	Orlando	Women's Apparel	48.00	173	8304.00	3902.88	0.47	Outlet
Walmart	1128299	17/06/2021	Southeast	Florida	Orlando	Men's Street Footwear	50.00	272	13600.00	4352.00	0.32	Outlet
Walmart	1128299	17/06/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	53.00	224	11872.00	3442.88	0.29	Outlet
Walmart	1128299	17/06/2021	Southeast	Florida	Orlando	Women's Street Footwear	60.00	238	14280.00	4712.40	0.33	Outlet
Walmart	1128299	17/06/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	66.00	196	12936.00	4786.32	0.37	Outlet
Walmart	1128299	17/06/2021	Southeast	Florida	Orlando	Men's Apparel	71.00	153	10863.00	2389.86	0.22	Outlet
Walmart	1128299	17/06/2021	Southeast	Florida	Orlando	Women's Apparel	74.00	248	18352.00	8625.44	0.47	Outlet
Walmart	1128299	16/07/2021	Southeast	Florida	Orlando	Men's Street Footwear	68.00	297	20196.00	7472.52	0.37	Outlet
Walmart	1128299	16/07/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	74.00	263	19462.00	5449.36	0.28	Outlet
Walmart	1128299	16/07/2021	Southeast	Florida	Orlando	Women's Street Footwear	72.00	238	17136.00	5826.24	0.34	Outlet
Walmart	1128299	16/07/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	59.00	186	10974.00	3621.42	0.33	Outlet
Walmart	1128299	16/07/2021	Southeast	Florida	Orlando	Men's Apparel	68.00	208	14144.00	3111.68	0.22	Outlet
Walmart	1128299	16/07/2021	Southeast	Florida	Orlando	Women's Apparel	75.00	195	14625.00	6873.75	0.47	Outlet
Walmart	1128299	17/08/2021	Southeast	Florida	Orlando	Men's Street Footwear	68.00	255	17340.00	6242.40	0.36	Outlet
Walmart	1128299	17/08/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	60.00	272	16320.00	4406.40	0.27	Outlet
Walmart	1128299	17/08/2021	Southeast	Florida	Orlando	Women's Street Footwear	62.00	231	14322.00	4726.26	0.33	Outlet
Walmart	1128299	17/08/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	64.00	147	9408.00	3104.64	0.33	Outlet
Walmart	1128299	17/08/2021	Southeast	Florida	Orlando	Men's Apparel	63.00	166	10458.00	2509.92	0.24	Outlet
Walmart	1128299	17/08/2021	Southeast	Florida	Orlando	Women's Apparel	60.00	96	5760.00	2822.40	0.49	Outlet
Walmart	1128299	18/09/2021	Southeast	Florida	Orlando	Men's Street Footwear	44.00	155	6820.00	2523.40	0.37	Outlet
Walmart	1128299	18/09/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	45.00	150	6750.00	2092.50	0.31	Outlet
Walmart	1128299	18/09/2021	Southeast	Florida	Orlando	Women's Street Footwear	39.00	96	3744.00	1235.52	0.33	Outlet
Walmart	1128299	18/09/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	44.00	78	3432.00	1269.84	0.37	Outlet
Walmart	1128299	18/09/2021	Southeast	Florida	Orlando	Men's Apparel	54.00	94	5076.00	1167.48	0.23	Outlet
Walmart	1128299	18/09/2021	Southeast	Florida	Orlando	Women's Apparel	42.00	99	4158.00	2037.42	0.49	Outlet
Walmart	1128299	17/10/2021	Southeast	Florida	Orlando	Men's Street Footwear	39.00	140	5460.00	2020.20	0.37	Outlet
Walmart	1128299	17/10/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	43.00	190	8170.00	2369.30	0.29	Outlet
Walmart	1128299	17/10/2021	Southeast	Florida	Orlando	Women's Street Footwear	43.00	128	5504.00	1871.36	0.34	Outlet
Walmart	1128299	17/10/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	40.00	120	4800.00	1680.00	0.35	Outlet
Walmart	1128299	17/10/2021	Southeast	Florida	Orlando	Men's Apparel	47.00	116	5452.00	1199.44	0.22	Outlet
Walmart	1128299	17/10/2021	Southeast	Florida	Orlando	Women's Apparel	53.00	140	7420.00	3858.40	0.52	Outlet
Walmart	1128299	17/11/2021	Southeast	Florida	Orlando	Men's Street Footwear	41.00	188	7708.00	2620.72	0.34	Outlet
Walmart	1128299	17/11/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	46.00	231	10626.00	3400.32	0.32	Outlet
Walmart	1128299	17/11/2021	Southeast	Florida	Orlando	Women's Street Footwear	44.00	173	7612.00	2816.44	0.37	Outlet
Walmart	1128299	17/11/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	47.00	170	7990.00	2716.60	0.34	Outlet
Walmart	1128299	17/11/2021	Southeast	Florida	Orlando	Men's Apparel	58.00	147	8526.00	2302.02	0.27	Outlet
Walmart	1128299	17/11/2021	Southeast	Florida	Orlando	Women's Apparel	66.00	198	13068.00	6534.00	0.50	Outlet
Walmart	1128299	16/12/2021	Southeast	Florida	Orlando	Men's Street Footwear	58.00	280	16240.00	5846.40	0.36	Outlet
Walmart	1128299	16/12/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	55.00	256	14080.00	4364.80	0.31	Outlet
West Gear	1128299	16/12/2021	Southeast	Florida	Orlando	Women's Street Footwear	64.00	204	13056.00	4308.48	0.33	Outlet
West Gear	1128299	16/12/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	58.00	204	11832.00	4022.88	0.34	Outlet
West Gear	1128299	16/12/2021	Southeast	Florida	Orlando	Men's Apparel	64.00	179	11456.00	2978.56	0.26	Outlet
West Gear	1128299	16/12/2021	Southeast	Florida	Orlando	Women's Apparel	64.00	200	12800.00	6144.00	0.48	Outlet
West Gear	1185732	12/01/2021	Southeast	Florida	Orlando	Men's Street Footwear	30.00	272	8160.00	4161.60	0.51	Outlet
West Gear	1185732	12/01/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	36.00	221	7956.00	3182.40	0.40	Outlet
West Gear	1185732	12/01/2021	Southeast	Florida	Orlando	Women's Street Footwear	26.00	202	5252.00	1523.08	0.29	Outlet
West Gear	1185732	12/01/2021	Southeast	Florida	Orlando	Women's Athletic Footwear	30.00	170	5100.00	1887.00	0.37	Outlet
West Gear	1185732	12/01/2021	Southeast	Florida	Orlando	Men's Apparel	36.00	193	6948.00	2848.68	0.41	Outlet
West Gear	1185732	12/01/2021	Southeast	Florida	Orlando	Women's Apparel	35.00	221	7735.00	4254.25	0.55	Outlet
West Gear	1185732	10/02/2021	Southeast	Florida	Orlando	Men's Street Footwear	36.00	288	10368.00	4872.96	0.47	Outlet
West Gear	1185732	10/02/2021	Southeast	Florida	Orlando	Men's Athletic Footwear	31.00	165	5115.00	2097.15	0.41	Outlet
West Gear	1185732	10/02/2021	Southeast	Florida	Orlando	Women's Street Footwear	23.00	204	4692.00	1501.44	0.32	Outlet
Foot Locker	1128299	24/02/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	28.00	64	1792.00	734.72	0.41	Outlet
Foot Locker	1128299	24/02/2021	Southeast	Virginia	Richmond	Men's Apparel	29.00	39	1131.00	508.95	0.45	Outlet
Foot Locker	1128299	24/02/2021	Southeast	Virginia	Richmond	Women's Apparel	30.00	107	3210.00	1155.60	0.36	Outlet
Foot Locker	1128299	23/03/2021	Southeast	Virginia	Richmond	Men's Street Footwear	30.00	162	4860.00	1846.80	0.38	Outlet
Foot Locker	1128299	23/03/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	35.00	98	3430.00	1406.30	0.41	Outlet
Foot Locker	1128299	23/03/2021	Southeast	Virginia	Richmond	Women's Street Footwear	43.00	112	4816.00	1974.56	0.41	Outlet
Foot Locker	1128299	23/03/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	38.00	78	2964.00	1155.96	0.39	Outlet
Foot Locker	1128299	23/03/2021	Southeast	Virginia	Richmond	Men's Apparel	43.00	33	1419.00	595.98	0.42	Outlet
Foot Locker	1128299	23/03/2021	Southeast	Virginia	Richmond	Women's Apparel	35.00	102	3570.00	1285.20	0.36	Outlet
Foot Locker	1128299	24/04/2021	Southeast	Virginia	Richmond	Men's Street Footwear	38.00	147	5586.00	2066.82	0.37	Outlet
Foot Locker	1128299	24/04/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	44.00	85	3740.00	1533.40	0.41	Outlet
Foot Locker	1128299	24/04/2021	Southeast	Virginia	Richmond	Women's Street Footwear	41.00	114	4674.00	1729.38	0.37	Outlet
Foot Locker	1128299	24/04/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	32.00	68	2176.00	913.92	0.42	Outlet
Foot Locker	1128299	24/04/2021	Southeast	Virginia	Richmond	Men's Apparel	40.00	40	1600.00	672.00	0.42	Outlet
Foot Locker	1128299	24/04/2021	Southeast	Virginia	Richmond	Women's Apparel	47.00	90	4230.00	1522.80	0.36	Outlet
Foot Locker	1128299	25/05/2021	Southeast	Virginia	Richmond	Men's Street Footwear	39.00	175	6825.00	2730.00	0.40	Outlet
Foot Locker	1128299	25/05/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	40.00	105	4200.00	1722.00	0.41	Outlet
Foot Locker	1128299	25/05/2021	Southeast	Virginia	Richmond	Women's Street Footwear	37.00	109	4033.00	1492.21	0.37	Outlet
Foot Locker	1128299	25/05/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	33.00	85	2805.00	1065.90	0.38	Outlet
Foot Locker	1128299	25/05/2021	Southeast	Virginia	Richmond	Men's Apparel	34.00	54	1836.00	789.48	0.43	Outlet
Foot Locker	1128299	25/05/2021	Southeast	Virginia	Richmond	Women's Apparel	44.00	168	7392.00	2587.20	0.35	Outlet
Foot Locker	1128299	24/06/2021	Southeast	Virginia	Richmond	Men's Street Footwear	37.00	233	8621.00	3189.77	0.37	Outlet
Foot Locker	1128299	24/06/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	45.00	221	9945.00	4077.45	0.41	Outlet
Foot Locker	1128299	24/06/2021	Southeast	Virginia	Richmond	Women's Street Footwear	58.00	208	12064.00	4463.68	0.37	Outlet
Foot Locker	1128299	24/06/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	61.00	184	11224.00	4601.84	0.41	Outlet
Foot Locker	1128299	24/06/2021	Southeast	Virginia	Richmond	Men's Apparel	68.00	128	8704.00	4003.84	0.46	Outlet
Foot Locker	1128299	24/06/2021	Southeast	Virginia	Richmond	Women's Apparel	82.00	231	18942.00	7008.54	0.37	Outlet
Foot Locker	1128299	23/07/2021	Southeast	Virginia	Richmond	Men's Street Footwear	60.00	272	16320.00	6038.40	0.37	Outlet
Foot Locker	1128299	23/07/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	60.00	224	13440.00	5107.20	0.38	Outlet
Foot Locker	1128299	23/07/2021	Southeast	Virginia	Richmond	Women's Street Footwear	62.00	208	12896.00	4900.48	0.38	Outlet
Foot Locker	1128299	23/07/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	65.00	187	12155.00	5105.10	0.42	Outlet
Foot Locker	1128299	23/07/2021	Southeast	Virginia	Richmond	Men's Apparel	72.00	210	15120.00	6501.60	0.43	Outlet
Foot Locker	1128299	23/07/2021	Southeast	Virginia	Richmond	Women's Apparel	82.00	186	15252.00	5033.16	0.33	Outlet
Foot Locker	1128299	24/08/2021	Southeast	Virginia	Richmond	Men's Street Footwear	67.00	272	18224.00	7289.60	0.40	Outlet
Foot Locker	1128299	24/08/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	53.00	240	12720.00	5342.40	0.42	Outlet
Foot Locker	1128299	24/08/2021	Southeast	Virginia	Richmond	Women's Street Footwear	53.00	215	11395.00	4216.15	0.37	Outlet
Foot Locker	1128299	24/08/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	52.00	136	7072.00	2758.08	0.39	Outlet
Foot Locker	1128299	24/08/2021	Southeast	Virginia	Richmond	Men's Apparel	51.00	132	6732.00	3029.40	0.45	Outlet
Foot Locker	1128299	24/08/2021	Southeast	Virginia	Richmond	Women's Apparel	55.00	80	4400.00	1496.00	0.34	Outlet
Foot Locker	1128299	25/09/2021	Southeast	Virginia	Richmond	Men's Street Footwear	35.00	149	5215.00	2190.30	0.42	Outlet
Foot Locker	1128299	25/09/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	43.00	153	6579.00	2565.81	0.39	Outlet
Foot Locker	1128299	25/09/2021	Southeast	Virginia	Richmond	Women's Street Footwear	34.00	78	2652.00	1060.80	0.40	Outlet
Foot Locker	1128299	25/09/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	37.00	70	2590.00	1036.00	0.40	Outlet
Foot Locker	1128299	25/09/2021	Southeast	Virginia	Richmond	Men's Apparel	39.00	74	2886.00	1356.42	0.47	Outlet
Foot Locker	1128299	25/09/2021	Southeast	Virginia	Richmond	Women's Apparel	33.00	83	2739.00	986.04	0.36	Outlet
Foot Locker	1128299	24/10/2021	Southeast	Virginia	Richmond	Men's Street Footwear	28.00	119	3332.00	1332.80	0.40	Outlet
Foot Locker	1128299	24/10/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	39.00	173	6747.00	2563.86	0.38	Outlet
Foot Locker	1128299	24/10/2021	Southeast	Virginia	Richmond	Women's Street Footwear	39.00	119	4641.00	1949.22	0.42	Outlet
Foot Locker	1128299	24/10/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	31.00	101	3131.00	1158.47	0.37	Outlet
Foot Locker	1128299	24/10/2021	Southeast	Virginia	Richmond	Men's Apparel	42.00	105	4410.00	2072.70	0.47	Outlet
Foot Locker	1128299	24/10/2021	Southeast	Virginia	Richmond	Women's Apparel	40.00	109	4360.00	1395.20	0.32	Outlet
Foot Locker	1128299	24/11/2021	Southeast	Virginia	Richmond	Men's Street Footwear	34.00	173	5882.00	2470.44	0.42	Outlet
Foot Locker	1128299	24/11/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	34.00	221	7514.00	2780.18	0.37	Outlet
Foot Locker	1128299	24/11/2021	Southeast	Virginia	Richmond	Women's Street Footwear	33.00	143	4719.00	1840.41	0.39	Outlet
Foot Locker	1128299	24/11/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	36.00	144	5184.00	2021.76	0.39	Outlet
Foot Locker	1128299	24/11/2021	Southeast	Virginia	Richmond	Men's Apparel	56.00	136	7616.00	3351.04	0.44	Outlet
Foot Locker	1128299	24/11/2021	Southeast	Virginia	Richmond	Women's Apparel	60.00	176	10560.00	3484.80	0.33	Outlet
Foot Locker	1128299	23/12/2021	Southeast	Virginia	Richmond	Men's Street Footwear	49.00	248	12152.00	4860.80	0.40	Outlet
Foot Locker	1128299	23/12/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	54.00	225	12150.00	4981.50	0.41	Outlet
Sports Direct	1128299	23/12/2021	Southeast	Virginia	Richmond	Women's Street Footwear	53.00	165	8745.00	3498.00	0.40	Outlet
Sports Direct	1128299	23/12/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	51.00	176	8976.00	3500.64	0.39	Outlet
Sports Direct	1128299	23/12/2021	Southeast	Virginia	Richmond	Men's Apparel	59.00	157	9263.00	3890.46	0.42	Outlet
Sports Direct	1128299	23/12/2021	Southeast	Virginia	Richmond	Women's Apparel	65.00	190	12350.00	4322.50	0.35	Outlet
Sports Direct	1185732	19/01/2021	Southeast	Virginia	Richmond	Men's Street Footwear	23.00	233	5359.00	2786.68	0.52	Outlet
Sports Direct	1185732	19/01/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	28.00	187	5236.00	2460.92	0.47	Outlet
Sports Direct	1185732	19/01/2021	Southeast	Virginia	Richmond	Women's Street Footwear	18.00	176	3168.00	1013.76	0.32	Outlet
Sports Direct	1185732	19/01/2021	Southeast	Virginia	Richmond	Women's Athletic Footwear	21.00	136	2856.00	1199.52	0.42	Outlet
Sports Direct	1185732	19/01/2021	Southeast	Virginia	Richmond	Men's Apparel	30.00	140	4200.00	1890.00	0.45	Outlet
Sports Direct	1185732	19/01/2021	Southeast	Virginia	Richmond	Women's Apparel	25.00	193	4825.00	2798.50	0.58	Outlet
Sports Direct	1185732	17/02/2021	Southeast	Virginia	Richmond	Men's Street Footwear	26.00	256	6656.00	3660.80	0.55	Outlet
Sports Direct	1185732	17/02/2021	Southeast	Virginia	Richmond	Men's Athletic Footwear	27.00	153	4131.00	1858.95	0.45	Outlet
Sports Direct	1185732	17/02/2021	Southeast	Virginia	Richmond	Women's Street Footwear	17.00	170	2890.00	1040.40	0.36	Outlet
West Gear	1185732	11/02/2021	West	Utah	Salt Lake City	Women's Athletic Footwear	16.00	93	1488.00	624.96	0.42	Outlet
West Gear	1185732	11/02/2021	West	Utah	Salt Lake City	Men's Apparel	28.00	120	3360.00	1411.20	0.42	Outlet
West Gear	1185732	11/02/2021	West	Utah	Salt Lake City	Women's Apparel	18.00	149	2682.00	1475.10	0.55	Outlet
West Gear	1185732	10/03/2021	West	Utah	Salt Lake City	Men's Street Footwear	20.00	228	4560.00	1960.80	0.43	Outlet
West Gear	1185732	10/03/2021	West	Utah	Salt Lake City	Men's Athletic Footwear	22.00	105	2310.00	924.00	0.40	Outlet
West Gear	1185732	10/03/2021	West	Utah	Salt Lake City	Women's Street Footwear	16.00	140	2240.00	873.60	0.39	Outlet
West Gear	1185732	10/03/2021	West	Utah	Salt Lake City	Women's Athletic Footwear	20.00	75	1500.00	630.00	0.42	Outlet
West Gear	1185732	10/03/2021	West	Utah	Salt Lake City	Men's Apparel	28.00	90	2520.00	1008.00	0.40	Outlet
West Gear	1185732	10/03/2021	West	Utah	Salt Lake City	Women's Apparel	21.00	140	2940.00	1675.80	0.57	Outlet
West Gear	1185732	11/04/2021	West	Utah	Salt Lake City	Men's Street Footwear	20.00	194	3880.00	1784.80	0.46	Outlet
West Gear	1185732	11/04/2021	West	Utah	Salt Lake City	Men's Athletic Footwear	20.00	111	2220.00	821.40	0.37	Outlet
West Gear	1185732	11/04/2021	West	Utah	Salt Lake City	Women's Street Footwear	10.00	107	1070.00	438.70	0.41	Outlet
West Gear	1185732	11/04/2021	West	Utah	Salt Lake City	Women's Athletic Footwear	14.00	75	1050.00	472.50	0.45	Outlet
West Gear	1185732	11/04/2021	West	Utah	Salt Lake City	Men's Apparel	24.00	88	2112.00	823.68	0.39	Outlet
West Gear	1185732	11/04/2021	West	Utah	Salt Lake City	Women's Apparel	20.00	136	2720.00	1414.40	0.52	Outlet
West Gear	1185732	12/05/2021	West	Utah	Salt Lake City	Men's Street Footwear	27.00	228	6156.00	2647.08	0.43	Outlet
West Gear	1185732	12/05/2021	West	Utah	Salt Lake City	Men's Athletic Footwear	22.00	128	2816.00	1182.72	0.42	Outlet
West Gear	1185732	12/05/2021	West	Utah	Salt Lake City	Women's Street Footwear	19.00	109	2071.00	786.98	0.38	Outlet
West Gear	1185732	12/05/2021	West	Utah	Salt Lake City	Women's Athletic Footwear	19.00	94	1786.00	767.98	0.43	Outlet
West Gear	1185732	12/05/2021	West	Utah	Salt Lake City	Men's Apparel	29.00	90	2610.00	1096.20	0.42	Outlet
West Gear	1185732	12/05/2021	West	Utah	Salt Lake City	Women's Apparel	32.00	128	4096.00	2334.72	0.57	Outlet
West Gear	1185732	11/06/2021	West	Utah	Salt Lake City	Men's Street Footwear	21.00	208	4368.00	1878.24	0.43	Outlet
